condition_id,question,entry_time,yes_price,first_trade_notional,resolution_time,resolved_yes,n_trades
0xeefefce4d3050d0e89b960ac1fc00d590a7be13130bf742d7433ee3a22bc480b,Will Laphonza Butler advance from the 2024 CA Senate Primary?,2023-10-03T01:13:01+00:00,0.17,460.65,2024-03-06T19:17:36+00:00,False,5
0x394ba0d8e5950d315f423f1957d68cac95afb7b935931016994d85cc294b3a60,Will the vote to oust McCarthy have a margin of over 100?,2023-10-03T02:46:23+00:00,0.21,39.5,2023-10-03T23:02:31+00:00,False,40
0x376dac8f71c42bf0d20cd038c0549544a7827824c880028be8b9a20e82be9c57,Will the first vote to oust McCarthy succeed?,2023-10-03T04:18:03+00:00,0.1207,25.0,2023-10-03T23:02:57+00:00,True,76
0xeb18e88c972f55e8b496a40dd6aab98e80e29bace53e2878f8a789240693a85d,Will the vote to oust McCarthy have a margin of 15-50?,2023-10-03T08:30:17+00:00,0.17,0.02,2023-10-03T23:02:15+00:00,False,27
0x6eb962e7549a942d0a3c8bc01a645fd0fd763896e40adcf76b2018fed87c56f6,Will the vote to oust McCarthy have a margin of 51-100?,2023-10-03T09:37:00+00:00,0.16,0.02,2023-10-03T23:02:23+00:00,False,33
0x2f44780235959df4b638fe40c8ae7dc2518e7c1d0dd555afc5c00a66ca2851d8,Will the vote to oust McCarthy have a margin of less than 15?,2023-10-03T11:23:02+00:00,0.29,59.45,2023-10-03T23:02:03+00:00,True,13
0xa0ca839559262c7ed873f276a0ab32a079592f7504f00f08111d8f14db2a954a,Will Hakeem Jeffries get the most votes in next vote for Speaker?,2023-10-03T21:47:37+00:00,0.8663,59.0,2023-10-17T20:50:29+00:00,True,197
0x0a95fd48dd45c07dd46c29c9ec38d519f6a663dba53b38a8e80ca8abfd46d647,Will PiS get over 36% of votes in the 2023 Polish parliamentary election?,2023-10-05T21:31:51+00:00,0.59,2.0,2023-10-18T23:35:33+00:00,False,108
0xad4317821a7cdf9251e3ed18f12c54c62a1d27070882e677c973200f0de7f663,Will TD get over 11% of votes in the 2023 Polish parliamentary election?,2023-10-06T23:35:12+00:00,0.35,2.0,2023-10-19T01:50:20+00:00,True,39
0x93d308ab93b9c8aa294eba71c077eb8e40c104f1b723792305cbe7070d43facc,Will KO get over 31% of votes in the 2023 Polish parliamentary election?,2023-10-06T23:35:36+00:00,0.41,2.0,2023-10-19T02:50:23+00:00,False,13
0xc3f0534aee267159c9d35ffdebfd9c53bde5b937650ee15e92dcde7ee5b2dc12,Will Netanyahu still be Prime Minister of Israel by the end of 2023?,2023-10-10T00:18:36+00:00,0.92,13.8,2024-01-01T07:24:12+00:00,True,126
0xff4bfde8a6ea2a52cebb815f0b58ece418b265d18b39c035de3309f918196411,Will Mahmoud Abbas still be President of the State of Palestine by the end of 2023?,2023-10-10T00:49:08+00:00,0.91,13.65,2024-01-01T07:05:21+00:00,True,69
0xb03b50581d3ed24f8d40c3bc3ca235fc82ba86eaafc2aed2a9fb85a47402a96c,[Single Market] Will Ben Shapiro win the U.S. 2024 Republican presidential nomination?,2023-10-12T05:05:58+00:00,0.017,4.9999,2024-07-18T00:10:37.491895+00:00,False,22
0xffe5fb0ffd2498189bfcd86107a09c90a18c2dc5368daf511b79010dd0ef9bdb,[Single Market] Will Nikki Haley win the U.S. 2024 Republican vice presidential nomination?,2023-10-15T04:58:31+00:00,0.07,5.0,2024-07-16T03:01:09+00:00,False,14
0x8856d1d117a9b90dede935ee42142d373b74341d055d012d5a115f1f0e339552,Will any Dem vote for the next speaker? ,2023-10-17T18:28:07+00:00,0.31,10.35,2023-10-25T20:00:41+00:00,False,60
0x8ef54176b03ffef0b1d38a23698e6932e0fb055b4fb9564f9f98b2f47c2ee0ee,Will Argentina presidential election go to a second round?,2023-10-18T01:34:01+00:00,0.77,5.0,2023-10-23T06:31:33+00:00,True,46
0xf9158852b2e253f40ffa0f77727ba6a765f3ebaaba350a7319b0399bbcbf4034,"Will Donald Trump be President of the USA on January 31, 2024?",2023-10-18T22:28:23+00:00,0.019,0.5,2024-01-31T19:01:12+00:00,False,71
0x311198b7194c8eb1890df4d3a2e5171a313066bba76b0bdb431af757eeaf4e51,[Single Market] Will Peter Thiel win the U.S. 2024 Republican presidential nomination?,2023-10-20T15:30:16+00:00,0.01,1.0,2024-07-17T20:42:12.475369+00:00,False,7
0x854aebdcfdce0572dbf0172bd3e276a7e3773d6ae3c86ce3c77cac6565483c61,Egypt Presidential Election: Will Abdel Fattah el-Sisi win?,2023-10-26T09:38:21+00:00,0.87,13.0,2023-12-18T15:04:43+00:00,True,10
0x4d4bef7b6c7a34109961c95fcba43ceafb38b66e86cc58ca21ca64ee2de3310d,Taiwan Presidential Election: Will Lai Ching-te win?,2023-10-26T21:41:52+00:00,0.67,1.82,2024-01-13T14:17:57+00:00,True,1216
0x7820026bb099fe8c881ea5913ea3cf159b9a7d04140cdcb9a40ee1a69c18832f,Indonesia Election: Prabowo Subianto wins?,2023-10-31T01:03:57+00:00,0.65,71.75,2024-03-20T16:37:56+00:00,True,433
0x7c3e89f5bee29b90496133b5122b1ca097c1dfb3c6fd0293fe0182b631447771,Will Ohio’s abortion referendum pass?,2023-11-06T19:19:24+00:00,0.83,10.0,2023-11-08T05:01:52+00:00,True,69
0xa94b450334c9f8c61513d2ae4177ae9dffc5e79fa1be4cbdc8470acf3525a277,Will Sergio Massa win by more than 5% in the 2023 Argentina Presidential election?,2023-11-16T00:15:49+00:00,0.17,83.0,2023-11-20T19:17:50+00:00,False,26
0xd4c4bb2b565b9d2c53af1f6a293be610e22bddfd477a91a5ea5aec0e695f597a,Will Javier Milei win by more than 5% in the 2023 Argentina Presidential election?,2023-11-16T01:15:41+00:00,0.21,20.0,2023-11-20T19:17:42+00:00,True,81
0xacb2aabc6f3fead7c19d52a2b82dc4438ba9589e1ff941da4622e59a4819e0c1,Will there be a Senate vacancy in Pennsylvania by EOY?,2023-11-16T03:14:51+00:00,0.015,0.3715,2024-01-01T08:32:44+00:00,False,2
0xe91388a187a91c49c03e7bb2a5d9679d1d9fa1a5aafb8ad09c1ef82c7a053d01,Will PvdA-GL win a plurality in the 2023 Dutch General Election?,2023-11-18T00:31:55+00:00,0.17,0.1,2023-11-23T05:32:27+00:00,False,45
0xe92749fccc9769dac3643809a71167b9998b1911d383c2bcedb22f792dbf8ac2,Will NSC win a plurality in the 2023 Dutch General Election?,2023-11-18T00:32:19+00:00,0.31,0.5,2023-11-23T06:02:09+00:00,False,34
0x01c7e880fea5b89bd8be283c28d6ed5e3248e3b154f6db04511f7508f3fb4619,Will VVD win a plurality in the 2023 Dutch General Election?,2023-11-18T00:32:39+00:00,0.48,0.5,2023-11-23T05:32:17+00:00,False,34
0x0a240f35ab60000460db978695054ee26a7b6b58be4fc631a55e29a8c5379978,Will PVV win a plurality in the 2023 Dutch General Election?,2023-11-18T05:05:59+00:00,0.015,197.0,2023-11-23T05:32:07+00:00,True,72
0xe32b258020c4663576e22423fb9792932a44fd5986d5081bee13a7c7c684281e,Will ≥10% of Votes go to 3rd Party Candidates in the 2024 US Presidential Election?,2023-11-29T18:58:52+00:00,0.21,2.52,2024-11-06T19:02:33+00:00,False,1468
0x63cfffa8764426c9b2ffe4b521c9499b4e35c9fb53ff1be68c79dec2a016be2a,Taiwan Presidential Election: Will Ko Wen-je win?,2023-11-30T01:24:30+00:00,0.19,0.18,2024-01-13T14:45:51+00:00,False,962
0x61b5d2d0a9ffd9d967c0ed389ae660ecb8cc4817123ede9dba2c0290a9718841,Taiwan Presidential Election: Will Hou Yu-ih win?,2023-11-30T19:53:19+00:00,0.26,27.74,2024-01-13T14:47:07+00:00,False,584
0x8e8984ec3e5914253822f4abb73243dfd97ee3a62779e3517ee2df8e3f5a0a9d,Will DPP (民進黨) win a majority in the 2024 Taiwanese General Election?,2023-12-05T22:45:05+00:00,0.36,320.0,2024-01-13T17:16:55+00:00,False,92
0x6666317275a1e875045dc53a50d455d528d11a7f4096e81bcf8ddbcfddc5deec,Will any Republican congressman come out as gay before March?,2023-12-06T01:45:19+00:00,0.05,237.5,2024-03-01T07:16:20+00:00,False,19
0xe5986d23d7d1ee4cd709d839bfeaf05acb82059c1fbd9fbab8c177aa0c6f4c08, Claudine Gay still Harvard President by end of 2023?,2023-12-06T15:51:11+00:00,0.8154,3.0,2024-01-01T07:18:07+00:00,True,196
0x8c514a74cb38fff7f7fedb13f15046161112e774b2e491dddafac5d2f8bae59b,Sally Kornbluth still MIT President by end of 2023?,2023-12-06T16:39:10+00:00,0.92,1.2,2024-01-01T07:16:29+00:00,True,75
0x3c0d6c6ac5328e215a240b4d401047c03a85046cf7615520cb1c5ddfe6de405b,Will George Santos announce he's running for congress before May?,2023-12-07T20:28:45+00:00,0.11,712.0,2024-03-15T04:43:35+00:00,True,5
0x6a72b7029aefca3b424e23a07b69991f98a234d299b701ecaa302c02f9844c99,Will Zelensky remain President of Ukraine through March?,2023-12-08T22:19:39+00:00,0.91,186.55,2024-04-01T06:06:06+00:00,True,314
0x23a8c070468592394f2364384f78195dcd809a20deda59647c1512c98e5b400f,US Congress approve more Ukraine aid in 2023?,2023-12-12T20:09:23+00:00,0.12,6.6,2024-01-01T07:30:59+00:00,False,474
0x1dddc812dcfc7236b1268192b3ad0177fc42da2063d073d5a374806c2cdec082,UK election called by end of year?,2023-12-13T20:42:54+00:00,0.06,208.68,2024-01-01T06:31:28+00:00,False,11
0xfd565b8e975c6aff1db29709245ce3cd04a673fee1641f2fac93b6fdd7b79f9e,US congress stock trading ban by June 30?,2023-12-14T18:58:08+00:00,0.08,184.0,2024-07-01T06:40:33+00:00,False,26
0x4a5555f5d6221cdef60b2ec9cf8fe28fd569899404eb850caa860bde1a2d119a,Will Chile vote to change its constitution?,2023-12-16T09:18:13+00:00,0.89,1.0,2023-12-18T07:17:58+00:00,False,5
0x62ce1dffb3352601d70367aa55b7ca602ecc41afdbe6547267b8d28bdcb48dcf,Will U.S. Supreme Court vote to reinstate Trump on Colorado's 2024 ballot?,2023-12-20T01:03:56+00:00,0.81,39.9,2024-03-04T18:16:34+00:00,True,514
0x06098f798eb26fe065f02957599794910c247089f7c8d53191824c12711e14a2,Claudine Gay out as Harvard President before April?,2023-12-21T01:10:55+00:00,0.25,50.0,2024-01-02T22:01:44+00:00,True,88
0xacd0ff74eed2bd3b8431b49011af667b58b6cacb3ef3d0febae080409a72df22,Abbas still President of Palestine by Jan 31?,2023-12-26T22:24:49+00:00,0.98,5.0,2024-02-01T07:03:23+00:00,True,8
0xe925c8894a740003ce1ffad85133df8964dab5a9199fe4c9baab550d80db6851,Claudine Gay out as Harvard President by Jan 15?,2023-12-27T22:39:48+00:00,0.43,288.6309,2024-01-02T22:01:24+00:00,True,49
0xcf38846303ea135e2c8e5b7905ad54b1787a0f7ce49f4eff719a7499b1a1d28e,"Will Joe Biden be President of the United States on April 1, 2024?",2023-12-29T14:40:53+00:00,0.95,25.0,2024-04-01T18:02:46+00:00,True,83
0x01a9eea306780839c5cf9a15a572a438c23af6c49b57f67e8a379f5e48e0e4f8,Joe Biden impeached before 2024 election?,2024-01-03T17:50:00+00:00,0.21,5.0,2024-11-05T09:37:37+00:00,False,2953
0xaf4e069e204e18f5ebf324d8ed7903684244b0fd5a4fd784270aaeff314c0c4a,Bangladesh Election: Sheikh Hasina reelected as Prime Minister?,2024-01-03T18:28:44+00:00,0.67,13.4,2024-01-08T06:02:13+00:00,True,19
0x874624e0fd5ba512f78c49988274509bc572fccfcf1c24ed1036cd649419155b,Will Putin remain President of Russia through March?,2024-01-03T19:19:08+00:00,0.97,0.97,2024-04-01T06:06:26+00:00,True,191
0xad6d309aaa500d96855996e84da00dfb2379548a693ca684d0877cf94fec05d1,Will Ron DeSantis win the 2024 US Presidential Election?,2024-01-05T02:18:20+00:00,0.04,8.0,2024-11-06T19:31:05+00:00,False,9448
0x696baf880832d000a37ea87cc94235b1ac58e7e9fe7a144ccf5d141877629134,Will Vivek Ramaswamy win the 2024 US Presidential Election?,2024-01-05T03:46:48+00:00,0.03,179.7,2024-11-06T19:30:56+00:00,False,2945
0x5605bc5d7557217f5ebb00d00f639ac8b9da949016b8cabcd7e9183ea1cac060,Trump in jail before election day?,2024-01-05T19:00:41+00:00,0.0902,333.0,2024-11-05T09:37:31+00:00,False,6015
0x9f48a05fb3f34c80866fc41729ec0b085dba86c944df2b0400b925c31e56e233,Will Donald Trump win the New Hampshire Republican Primary?,2024-01-06T05:31:55+00:00,0.7968,999.73,2024-01-24T11:03:24+00:00,True,657
0x8b639969c9a41ab89381df2c6adf41ab4f5bb1faf272a9ac883117f635e21cf8,Will Nikki Haley win the New Hampshire Republican Primary?,2024-01-06T06:34:47+00:00,0.21,1.0,2024-01-24T11:16:50+00:00,False,476
0xd1cce1f51effdf3957144fdc87b5e8aace1d1f7ab21976a046b71744ecad8443,Will AOC win the 2024 US Presidential Election?,2024-01-06T20:33:09+00:00,0.01,198.0,2024-11-06T20:09:45+00:00,False,2952
0x08f5fe8d0d29c08a96f0bc3dfb52f50e0caf470d94d133d95d38fa6c847e0925,Will Bernie Sanders win the 2024 US Presidential Election?,2024-01-06T20:33:17+00:00,0.01,198.0,2024-11-06T20:25:05+00:00,False,2086
0x3120827dc12167d09fd9f08233e2b540054a2ed90aad65c023bc1da9d38b29d9,Will Elizabeth Warren win the 2024 US Presidential Election?,2024-01-06T20:33:25+00:00,0.01,198.0,2024-11-06T20:24:59+00:00,False,2591
0x73ac4c1e5be0a89685328c9f5b833d828ffd62dfa07ceaf8536edbc43aa5f51e,Will Kanye West win the 2024 US Presidential Election?,2024-01-06T20:33:33+00:00,0.01,198.0,2024-11-06T19:50:06+00:00,False,2186
0xf6106065ec5d5dae7eca350be64e5246ae331b35937ea55b64152f65fbc0b37f,Will Chris Christie win the 2024 US Presidential Election?,2024-01-06T20:53:41+00:00,0.01,297.0,2024-11-06T20:40:10+00:00,False,2627
0x5f7a463b833d0217f7bd73222d2d9597b4d49346d1d302dc44edaeae01c080c3,Will Vivek Ramaswamy win the New Hampshire Republican Primary?,2024-01-06T22:33:30+00:00,0.0343,33.63,2024-01-24T12:16:59+00:00,False,76
0x07ca3646cc01db03efeb1d445e98d9a9ceb483aebe8b16b058daeb203dca5f89,Will Chris Christie win the New Hampshire Republican Primary?,2024-01-08T00:15:03+00:00,0.002,0.8,2024-01-24T12:15:35+00:00,False,25
0xc0f7d532a2029154cbb76f64de469b3724961d2fe7c577b8263f09c80ed36d76,Will Asa Hutchinson win the New Hampshire Republican Primary?,2024-01-08T19:46:20+00:00,0.001,1.0,2024-01-24T12:17:35+00:00,False,63
0xc8ffb21a7cd042a6a80fddf56036a6cc8042083aca589097a7e288eb61a8070f,Will Vivek Ramaswamy win the 2024 Republican Iowa Caucus?,2024-01-08T23:11:06+00:00,0.02,2.0,2024-01-16T11:45:44+00:00,False,101
0xdd9416a1ca64e689cd0787a801176885f65219a6c3cccb7faa0af66be6e1ce75,Will another candidate win the 2024 Republican Iowa Caucus?,2024-01-09T01:17:51+00:00,0.01,198.0,2024-01-16T11:45:34+00:00,False,26
0xfe0d3ec264bf85733a175841fdc06f89d5292b604892ffd5b8df0a585f50319a,Will Donald Trump win the 2024 Republican Iowa Caucus?,2024-01-09T01:43:22+00:00,0.96,10.0,2024-01-16T11:46:54+00:00,True,147
0x50a21e51cc42148ee129af89fecf0b5f3218d340d687521ef99cae84dd6b4291,Will Nikki Haley win the 2024 Republican Iowa Caucus?,2024-01-09T02:39:01+00:00,0.038,2.0,2024-01-16T11:45:18+00:00,False,91
0xf1403b0b84b9dfdaa5f5aafc89773e8437bdb7ee0897dbb6beb2cb8d25f61804,Will anyone else win the New Hampshire Republican Primary?,2024-01-09T08:03:02+00:00,0.0095,1827.3118,2024-01-24T12:16:03+00:00,False,51
0x3b0aa8cf94d772ef1fb1dab5e094ac39842735ef01bbbf285ac5fea1377dbe84,Will Ron DeSantis win the New Hampshire Republican Primary?,2024-01-09T08:15:57+00:00,0.015,3.33,2024-01-24T12:17:51+00:00,False,73
0x64c45a1d5835f6a5c81fd0e0800525aec6f9a747f8b131e39c4f761c983ff2dd,Will Ron DeSantis win the 2024 Republican Iowa Caucus?,2024-01-09T13:51:06+00:00,0.0447,224.0,2024-01-16T11:45:40+00:00,False,54
0xf75076205d589c02ac13263b0d59041563695a7518d65134f8eb8c61dda22262,Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-01-10T01:11:20+00:00,0.01,198.0,2024-11-12T07:59:19+00:00,False,3565
0xb26fd99a7b7bae4e13c9bb3becf65353708a805f9c1aea74484d107e6ba512cd,Biden wins the Popular Vote?,2024-01-10T04:44:38+00:00,0.5,225.0,2024-11-12T08:37:48+00:00,False,7509
0xaa09d689a0614adeeb0a9ffa627ac04cd712a2e42d88626731eb5ed5cc0f1b7a,Sally Kornbluth out as MIT President in January?,2024-01-10T14:39:39+00:00,0.05,2.0,2024-02-01T07:17:05+00:00,False,1
0x534da3946b8da84a8687e346e735fcc1d7c7078c057b1a7769cb9991b3e67968,Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-01-10T15:48:51+00:00,0.022,8.8,2024-11-12T09:47:53+00:00,False,5237
0x21dacbae08cd922e9fe1e5f3a4b2ea09820d36f2ed368d6b53683b0fc1f16fe1,Will AOC win the popular vote in the 2024 Presidential Election?,2024-01-10T17:49:46+00:00,0.01,198.0,2024-11-12T08:28:09+00:00,False,4725
0xb80a8a4ecb9344bfe81bb620638fa2882b5f57663bbe268c4bb2b97ece7717b9,Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,2024-01-10T17:49:58+00:00,0.01,198.0,2024-11-12T07:53:57+00:00,False,3702
0x6d617a838210e0710a2a946814d1f26ed6bd3ffb76d0ef49959e0d2f75556944,Will Elizabeth Warren win the popular vote in the 2024 Presidential Election?,2024-01-10T17:50:04+00:00,0.01,198.0,2024-11-12T07:48:49+00:00,False,3340
0x4eb8e44c37e307a2125f400b675e98861d091f9e50f5be07a25304c930cf85aa,Will Vivek Ramaswamy win the popular vote in the 2024 Presidential Election?,2024-01-11T02:59:37+00:00,0.0159,50.0,2024-11-12T09:47:47+00:00,False,4088
0x37658cacdccbb4d2d6dd4cae8cfd43b268e695aab51973a70be339f1b90d9a94,Will Kanye West win the popular vote in the 2024 Presidential Election?,2024-01-12T05:24:31+00:00,0.003,555.0,2024-11-07T05:25:03+00:00,False,3439
0x911d086ef50a087b694d40ffa105b8a384a3275aa66ff4fa66e55da1ff91f6b3,Will Donald J. Trump win the 2024 Republican presidential nomination?,2024-01-13T14:08:27+00:00,0.85,100.0,2024-07-16T03:08:17+00:00,True,5477
0x59d7ec34e4f9ef67350a97363baeaee60bd7979091cc166420b08a17e38aa43f,Will someone else win the 2024 Republican Presidential Nomination?,2024-01-13T17:36:24+00:00,0.01,990.0,2024-07-16T03:07:47+00:00,False,1083
0x2a73336e8c3ef5370ec96357f575fdbf5e2a457f012a04cad85da6ab07b2f8dc,Will Nikki Haley win the 2024 Republican Presidential Nomination?,2024-01-13T18:12:28+00:00,0.1,2.5,2024-07-16T03:08:03+00:00,False,981
0x7703a1a7d3834391fe4121aa80c562bff05c9f4476ac59002b746b10e0a1050e,Will Ron DeSantis win the 2024 Republican Presidential Nomination?,2024-01-14T08:03:54+00:00,0.021,1.0,2024-07-16T02:58:03+00:00,False,657
0x4372614786010b9b7fb52cffa0bdc1359ea81c7cbc75c5bbc619c68326692b37,Will Donald Trump Jr. win the 2024 Republican Presidential Nomination?,2024-01-14T08:04:24+00:00,0.002,1.0,2024-07-16T03:08:11+00:00,False,645
